video_id,H_self,E_self,A_self,C_self,g_level_num
0fMw9o1v2tY.003,0.3777777777777778,0.2242990654205607,0.4615384615384615,0.2912621359223301,0.3645833333333333
0gv5Z0qt2jc.000,0.3111111111111111,0.1495327102803738,0.2527472527472527,0.2912621359223301,0.2604166666666667
0gv5Z0qt2jc.001,0.2777777777777778,0.1869158878504672,0.1318681318681318,0.233009708737864,0.1979166666666666
0gv5Z0qt2jc.002,0.2,0.1682242990654205,0.2857142857142857,0.3300970873786408,0.25
0gv5Z0qt2jc.003,0.3444444444444444,0.205607476635514,0.2307692307692307,0.2427184466019417,0.25
0gv5Z0qt2jc.004,0.1555555555555555,0.1869158878504672,0.1978021978021978,0.2524271844660194,0.2291666666666666
0gv5Z0qt2jc.005,0.3666666666666667,0.2242990654205607,0.1648351648351648,0.3106796116504854,0.28125
0hWbtuRVUgM.001,0.711111111111111,0.5420560747663552,0.7472527472527474,0.6019417475728155,0.6145833333333333
0hWbtuRVUgM.005,0.5333333333333333,0.588785046728972,0.5934065934065933,0.7766990291262136,0.7083333333333334
0iQIfGnKflc.001,0.4111111111111111,0.4299065420560748,0.4615384615384615,0.5145631067961165,0.6458333333333333
0iQIfGnKflc.002,0.6555555555555556,0.4299065420560748,0.5824175824175825,0.6116504854368932,0.5729166666666666
0iXXdsO95O0.000,0.5333333333333333,0.5607476635514019,0.7472527472527474,0.6116504854368932,0.5416666666666666
0kg6pmbSN6A.000,0.2666666666666666,0.2429906542056074,0.3516483516483516,0.2815533980582524,0.1979166666666666
0kg6pmbSN6A.001,0.4111111111111111,0.2242990654205607,0.3736263736263736,0.1941747572815534,0.25
0kg6pmbSN6A.002,0.4222222222222222,0.3831775700934579,0.4285714285714285,0.3495145631067961,0.3020833333333333
0kg6pmbSN6A.005,0.5444444444444444,0.3925233644859813,0.4725274725274725,0.4174757281553398,0.3749999999999999
0mym1CooiTE.000,0.6,0.5233644859813085,0.7252747252747254,0.6796116504854369,0.5208333333333334
0mym1CooiTE.001,0.711111111111111,0.5046728971962617,0.6923076923076923,0.6990291262135921,0.6875
0mym1CooiTE.003,0.7888888888888888,0.7196261682242993,0.6263736263736264,0.6019417475728155,0.6979166666666666
0mym1CooiTE.004,0.6,0.6448598130841123,0.6593406593406592,0.5922330097087379,0.6770833333333334
0n2vWTs6XwA.001,0.3444444444444444,0.2897196261682243,0.4175824175824176,0.4271844660194174,0.3645833333333333
0tse0Fsy_rg.001,0.3555555555555556,0.3177570093457944,0.3296703296703296,0.2621359223300971,0.4375
0tse0Fsy_rg.002,0.4222222222222222,0.3271028037383178,0.4175824175824176,0.3009708737864077,0.2604166666666667
0tse0Fsy_rg.004,0.3777777777777778,0.2990654205607476,0.2967032967032966,0.2718446601941747,0.2604166666666667
0u56Q_QmxIM.002,0.5666666666666667,0.3364485981308411,0.5604395604395604,0.8252427184466018,0.53125
0u56Q_QmxIM.004,0.4777777777777778,0.3457943925233645,0.6483516483516484,0.7378640776699029,0.5208333333333334
0uCqd5hZcyI.000,0.5444444444444444,0.5327102803738318,0.3736263736263736,0.4174757281553398,0.5520833333333334
0uCqd5hZcyI.005,0.6888888888888889,0.4485981308411215,0.4505494505494505,0.6601941747572816,0.5729166666666666
0zJcYnsh55g.003,0.6333333333333333,0.5607476635514019,0.6593406593406592,0.5048543689320388,0.5729166666666666
1-GgVRmAEoo.002,0.711111111111111,0.6822429906542057,0.7582417582417583,0.6893203883495147,0.7291666666666667
1-GgVRmAEoo.003,0.6777777777777777,0.5981308411214954,0.6043956043956044,0.7087378640776699,0.4479166666666667
1-GgVRmAEoo.004,0.5777777777777777,0.6074766355140188,0.6813186813186812,0.7378640776699029,0.7083333333333334
117jrwvl2Nc.000,0.7777777777777777,0.7383177570093458,0.6593406593406592,0.6213592233009709,0.8229166666666667
117jrwvl2Nc.004,0.7555555555555554,0.6448598130841123,0.6703296703296703,0.6407766990291262,0.8020833333333334
12Ezy1y1cWY.001,0.3444444444444444,0.205607476635514,0.3956043956043956,0.3592233009708738,0.3645833333333333
12Ezy1y1cWY.005,0.5555555555555556,0.3177570093457944,0.5604395604395604,0.4174757281553398,0.2916666666666666
12Hbl_oZF9c.001,0.5555555555555556,0.4953271028037384,0.5494505494505494,0.5728155339805825,0.6041666666666666
12Hbl_oZF9c.003,0.7777777777777777,0.5327102803738318,0.4725274725274725,0.6019417475728155,0.65625
12lqQE6oPNE.001,0.5888888888888889,0.5327102803738318,0.3626373626373627,0.4271844660194174,0.5416666666666666
13KtmgntgQw.002,0.7333333333333333,0.5233644859813085,0.6483516483516484,0.7572815533980582,0.5625
13XlKeC_p3U.000,0.8333333333333333,0.5607476635514019,0.7802197802197802,0.8058252427184466,0.7708333333333334
13XlKeC_p3U.001,0.7777777777777777,0.6355140186915887,0.824175824175824,0.7669902912621359,0.8541666666666667
13kjwEtSyXc.000,0.5,0.4205607476635514,0.4835164835164835,0.4854368932038835,0.5104166666666666
13kjwEtSyXc.002,0.4555555555555555,0.2429906542056074,0.4615384615384615,0.5048543689320388,0.3749999999999999
13kjwEtSyXc.004,0.5777777777777777,0.4766355140186916,0.5164835164835165,0.5339805825242718,0.6145833333333333
15yOT2ZolPE.002,0.611111111111111,0.4205607476635514,0.3846153846153846,0.4174757281553398,0.59375
176vWywoq9E.000,0.5888888888888889,0.3925233644859813,0.5494505494505494,0.2621359223300971,0.5625
176vWywoq9E.001,0.5555555555555556,0.5700934579439253,0.6703296703296703,0.4466019417475728,0.5520833333333334
176vWywoq9E.002,0.3888888888888889,0.3457943925233645,0.4285714285714285,0.3106796116504854,0.3645833333333333
176vWywoq9E.004,0.6333333333333333,0.5607476635514019,0.6373626373626373,0.3689320388349514,0.6354166666666666
184MlJCcboQ.000,0.6333333333333333,0.6261682242990655,0.4835164835164835,0.5631067961165048,0.5104166666666666
186c7kCyCHQ.005,0.4888888888888889,0.5140186915887851,0.6043956043956044,0.4757281553398058,0.40625
19cplBTXyoY.002,0.9555555555555556,0.6355140186915887,0.7472527472527474,0.4951456310679611,0.6875
19pTUX8KfYM.000,0.5555555555555556,0.4112149532710281,0.5604395604395604,0.6019417475728155,0.59375
1AMp8Y_0UGc.000,0.6777777777777777,0.5607476635514019,0.6263736263736264,0.4757281553398058,0.6354166666666666
1AMp8Y_0UGc.002,0.7333333333333333,0.6448598130841123,0.6153846153846153,0.4271844660194174,0.5104166666666666
1AMp8Y_0UGc.004,0.4666666666666667,0.4953271028037384,0.5054945054945055,0.3883495145631068,0.4583333333333333
1CYzbX8AaP8.001,0.5666666666666667,0.3177570093457944,0.6263736263736264,0.3883495145631068,0.5416666666666666
1CYzbX8AaP8.003,0.4333333333333333,0.3738317757009345,0.5384615384615384,0.3203883495145631,0.4895833333333333
1DCnIad1Y0w.002,0.2777777777777778,0.1495327102803738,0.3626373626373627,0.3106796116504854,0.1979166666666666
1Gn4GX8miWQ.000,0.5666666666666667,0.4299065420560748,0.5164835164835165,0.6407766990291262,0.5520833333333334
1Gn4GX8miWQ.001,0.5222222222222223,0.4392523364485981,0.5274725274725275,0.6213592233009709,0.6354166666666666
1Gn4GX8miWQ.002,0.4555555555555555,0.5514018691588786,0.6373626373626373,0.6796116504854369,0.6875
1Gn4GX8miWQ.003,0.711111111111111,0.663551401869159,0.6263736263736264,0.7572815533980582,0.65625
1Gn4GX8miWQ.004,0.6444444444444444,0.4299065420560748,0.6263736263736264,0.7087378640776699,0.6770833333333334
1Gn4GX8miWQ.005,0.6222222222222222,0.4205607476635514,0.6923076923076923,0.7184466019417477,0.5416666666666666
1Kb5d-w3YJ8.002,0.4555555555555555,0.3271028037383178,0.4065934065934066,0.4077669902912622,0.2604166666666667
1Lv72Si4GnY.001,0.4666666666666667,0.5233644859813085,0.4395604395604395,0.1844660194174757,0.3958333333333333
1OGu_7IljCo.004,0.5555555555555556,0.4953271028037384,0.4065934065934066,0.233009708737864,0.3125
1RMdiCbNNh4.003,0.5333333333333333,0.1869158878504672,0.0,0.2135922330097087,0.2708333333333333
1RMdiCbNNh4.005,0.4444444444444445,0.1588785046728972,0.1758241758241758,0.2621359223300971,0.2187499999999999
1S0SxmfbOus.002,0.6444444444444444,0.5981308411214954,0.6153846153846153,0.3495145631067961,0.4270833333333333
1UaqZEUUk9I.000,0.6333333333333333,0.5514018691588786,0.7912087912087912,0.6893203883495147,0.6458333333333333
1UaqZEUUk9I.002,0.7333333333333333,0.6074766355140188,0.7802197802197802,0.7961165048543688,0.8229166666666667
1W7XLdNpEgc.001,0.5777777777777777,0.4579439252336449,0.5494505494505494,0.4951456310679611,0.3749999999999999
1W7XLdNpEgc.005,0.6222222222222222,0.6074766355140188,0.5604395604395604,0.4757281553398058,0.4791666666666667
1Wh2mIFrGvk.001,0.611111111111111,0.3738317757009345,0.5494505494505494,0.5048543689320388,0.5104166666666666
1XqMZQu_pP4.002,0.4444444444444445,0.3364485981308411,0.5714285714285714,0.4951456310679611,0.4583333333333333
1YsZ4GPpyBA.004,0.6777777777777777,0.4766355140186916,0.5494505494505494,0.5825242718446602,0.6770833333333334
1YsZ4GPpyBA.005,0.7,0.3738317757009345,0.5384615384615384,0.6699029126213591,0.5208333333333334
1ZqHFoxLz54.000,0.7333333333333333,0.7850467289719627,0.857142857142857,0.6213592233009709,0.625
1cqwKxx6GF8.001,0.5222222222222223,0.3457943925233645,0.5494505494505494,0.4077669902912622,0.3645833333333333
1cqwKxx6GF8.004,0.5222222222222223,0.5233644859813085,0.5494505494505494,0.4174757281553398,0.5104166666666666
1cqwKxx6GF8.005,0.5888888888888889,0.4112149532710281,0.6483516483516484,0.4757281553398058,0.4479166666666667
1dOaM7zWPo8.000,0.5333333333333333,0.4672897196261683,0.4835164835164835,0.3689320388349514,0.5833333333333333
1eOvtoZCie8.000,0.7333333333333333,0.6168224299065421,0.7582417582417583,0.4660194174757281,0.65625
1eOvtoZCie8.002,0.6555555555555556,0.5981308411214954,0.6703296703296703,0.5922330097087379,0.5729166666666666
1eOvtoZCie8.004,0.6666666666666666,0.4953271028037384,0.5934065934065933,0.5339805825242718,0.5625
1eOvtoZCie8.005,0.7666666666666666,0.6355140186915887,0.6153846153846153,0.5728155339805825,0.6145833333333333
1fsFL_qNYlQ.001,0.5666666666666667,0.5233644859813085,0.5494505494505494,0.6504854368932039,0.4791666666666667
1fsFL_qNYlQ.005,0.7444444444444444,0.588785046728972,0.6703296703296703,0.6504854368932039,0.7708333333333334
1hpZ2ecWqtI.002,0.5555555555555556,0.5700934579439253,0.4725274725274725,0.4660194174757281,0.4583333333333333
1hpZ2ecWqtI.003,0.5444444444444444,0.588785046728972,0.6923076923076923,0.5145631067961165,0.6770833333333334
1hpZ2ecWqtI.005,0.5222222222222223,0.6448598130841123,0.5494505494505494,0.3786407766990291,0.4791666666666667
1izSTcQI7H4.000,0.5333333333333333,0.4392523364485981,0.6703296703296703,0.6019417475728155,0.5208333333333334
1izSTcQI7H4.004,0.4333333333333333,0.2336448598130841,0.6483516483516484,0.2427184466019417,0.40625
1jC4vsQsjwM.002,0.5555555555555556,0.5420560747663552,0.6813186813186812,0.6310679611650486,0.65625
1jC4vsQsjwM.004,0.6222222222222222,0.588785046728972,0.6153846153846153,0.4757281553398058,0.625
1jC4vsQsjwM.005,0.4555555555555555,0.5327102803738318,0.5274725274725275,0.4854368932038835,0.4791666666666667
1m67onLoRwY.000,0.5444444444444444,0.4205607476635514,0.4175824175824176,0.4466019417475728,0.46875
1m67onLoRwY.003,0.4666666666666667,0.2242990654205607,0.4065934065934066,0.3495145631067961,0.2708333333333333
1mHjMNZZvFo.000,0.6333333333333333,0.6355140186915887,0.6703296703296703,0.7766990291262136,0.6875
1mHjMNZZvFo.003,0.6555555555555556,0.6448598130841123,0.5824175824175825,0.8349514563106796,0.6458333333333333
1mHjMNZZvFo.004,0.6555555555555556,0.588785046728972,0.6043956043956044,0.8446601941747574,0.8125000000000001
1mHjMNZZvFo.005,0.711111111111111,0.7196261682242993,0.824175824175824,0.8155339805825244,0.84375
1mODTfLRGdI.000,0.4444444444444445,0.5140186915887851,0.5054945054945055,0.3009708737864077,0.40625
1mODTfLRGdI.001,0.4222222222222222,0.6168224299065421,0.2417582417582417,0.174757281553398,0.5416666666666666
1mODTfLRGdI.003,0.7999999999999999,0.6261682242990655,0.6923076923076923,0.4271844660194174,0.6458333333333333
1mReUxIEuw0.000,0.611111111111111,0.691588785046729,0.5934065934065933,0.3689320388349514,0.46875
1mReUxIEuw0.005,0.4222222222222222,0.3457943925233645,0.4285714285714285,0.3495145631067961,0.3749999999999999
1mdMhaq5p4w.001,0.6222222222222222,0.4859813084112149,0.5384615384615384,0.4174757281553398,0.5520833333333334
1mdMhaq5p4w.002,0.711111111111111,0.5607476635514019,0.4725274725274725,0.5339805825242718,0.6875
1mdMhaq5p4w.004,0.6666666666666666,0.5420560747663552,0.5714285714285714,0.4563106796116505,0.6041666666666666
1mdMhaq5p4w.005,0.611111111111111,0.4766355140186916,0.5824175824175825,0.3689320388349514,0.5625
1mfrM-FT-5E.000,0.3777777777777778,0.3271028037383178,0.3516483516483516,0.233009708737864,0.2291666666666666
1pm5uoU85FI.000,0.4666666666666667,0.4953271028037384,0.7582417582417583,0.5339805825242718,0.4895833333333333
1pm5uoU85FI.001,0.3555555555555556,0.2897196261682243,0.4945054945054945,0.5728155339805825,0.40625
1pm5uoU85FI.003,0.5666666666666667,0.4392523364485981,0.4835164835164835,0.6699029126213591,0.4895833333333333
1q-N_zbsAg0.000,0.4888888888888889,0.4392523364485981,0.5274725274725275,0.3883495145631068,0.4166666666666667
1q-N_zbsAg0.001,0.3777777777777778,0.4859813084112149,0.4175824175824176,0.3689320388349514,0.4583333333333333
1q-N_zbsAg0.003,0.4888888888888889,0.5420560747663552,0.6043956043956044,0.4174757281553398,0.3958333333333333
1q-N_zbsAg0.004,0.4444444444444445,0.5233644859813085,0.4285714285714285,0.4563106796116505,0.53125
1sjXuXtx9-E.000,0.7555555555555554,0.5420560747663552,0.6483516483516484,0.5048543689320388,0.6458333333333333
1tPH6PNeOSk.002,0.711111111111111,0.7570093457943926,0.6043956043956044,0.6116504854368932,0.6354166666666666
1tPH6PNeOSk.004,0.7999999999999999,0.7102803738317757,0.7802197802197802,0.6019417475728155,0.6666666666666667
1uCO2d0pFg0.000,0.7777777777777777,0.4485981308411215,0.7032967032967032,0.7184466019417477,0.6354166666666666
1wWMWbl6ILg.004,0.5666666666666667,0.6168224299065421,0.6263736263736264,0.3883495145631068,0.53125
1yIGI42lzak.001,0.5444444444444444,0.2710280373831776,0.5054945054945055,0.5242718446601942,0.4270833333333333
1yIGI42lzak.002,0.4222222222222222,0.4112149532710281,0.4395604395604395,0.4854368932038835,0.3437499999999999
1yIGI42lzak.003,0.5333333333333333,0.4859813084112149,0.4615384615384615,0.4271844660194174,0.46875
1yIGI42lzak.005,0.4888888888888889,0.3551401869158878,0.4945054945054945,0.3786407766990291,0.2604166666666667
1yjRBwUiYxs.005,0.5666666666666667,0.4392523364485981,0.6153846153846153,0.7766990291262136,0.6770833333333334
2-LDYe7OXZU.000,0.4777777777777778,0.5233644859813085,0.4615384615384615,0.4757281553398058,0.28125
2-LDYe7OXZU.001,0.4777777777777778,0.3831775700934579,0.4615384615384615,0.4271844660194174,0.4166666666666667
2-LDYe7OXZU.003,0.3444444444444444,0.4112149532710281,0.5604395604395604,0.5339805825242718,0.3333333333333333
2-LDYe7OXZU.005,0.6777777777777777,0.5327102803738318,0.6263736263736264,0.6601941747572816,0.5833333333333333
26ZnknvfdNM.001,0.3444444444444444,0.2616822429906542,0.3186813186813186,0.4077669902912622,0.4270833333333333
26ZnknvfdNM.002,0.5333333333333333,0.3925233644859813,0.4065934065934066,0.3786407766990291,0.46875
26ZnknvfdNM.003,0.4666666666666667,0.3831775700934579,0.5164835164835165,0.4757281553398058,0.5104166666666666
26ZnknvfdNM.004,0.5777777777777777,0.4392523364485981,0.6263736263736264,0.5242718446601942,0.5208333333333334
29UCGJldICw.005,0.5888888888888889,0.308411214953271,0.4395604395604395,0.4660194174757281,0.4375
2AV8m02PjdU.000,0.5444444444444444,0.4112149532710281,0.5714285714285714,0.3883495145631068,0.4791666666666667
2AV8m02PjdU.002,0.5333333333333333,0.4579439252336449,0.4395604395604395,0.4271844660194174,0.4166666666666667
2AV8m02PjdU.003,0.5888888888888889,0.3457943925233645,0.4615384615384615,0.3883495145631068,0.2395833333333333
2AYq7CdNXNo.000,0.5666666666666667,0.588785046728972,0.4835164835164835,0.6310679611650486,0.6666666666666667
2AYq7CdNXNo.001,0.6888888888888889,0.6448598130841123,0.7582417582417583,0.7475728155339806,0.7500000000000001
2AYq7CdNXNo.003,0.611111111111111,0.5981308411214954,0.6813186813186812,0.5728155339805825,0.53125
2AYq7CdNXNo.004,0.7222222222222221,0.6355140186915887,0.6263736263736264,0.8252427184466018,0.7083333333333334
2DZb5yIc6Fg.001,0.1666666666666666,0.0841121495327102,0.2967032967032966,0.2233009708737864,0.0833333333333333
2DZb5yIc6Fg.002,0.1777777777777778,0.1775700934579439,0.3076923076923076,0.2815533980582524,0.1874999999999999
